Phylostratum	GeneID	X4wpc	X5wpc	X6wpc	X7wpc	X8wpc	X9wpc	X10wpc	X11wpc	X12wpc	X13wpc	X16wpc	X18wpc	X19wpc	Neonate	Infant	Toddler	School	Teen	YoungAdult	MidAdult	Elderly
4	ENSG00000000003	0.92	0.92	0.735	0.84	0.393333333333333	0.572	0.233333333333333	0.5	0.66	0.6	0.71	0.473333333333333	0.78	0.46	0.45	0.5	0.3	0.16	0.3	0.56	0.09
2	ENSG00000000419	0.865	0.88	0.635	0.52	0.366666666666667	0.544	0.16	0.44	0.48	0.16	0.79	0.413333333333333	0.64	0.57	0.75	0.88	0.36	0.12	0.753333333333333	0.34	0.25
8	ENSG00000000457	0.965	0.72	0.65	0.7	0.366666666666667	0.416	0.126666666666667	0.15	0.58	0.34	0.69	0.446666666666667	0.566666666666667	0.66	0.57	0.88	0.68	0.24	0.713333333333333	0.8	0.38
9	ENSG00000000460	0.96	0.71	0.645	0.913333333333333	0.573333333333333	0.62	0.366666666666667	0.51	0.84	0.72	0.71	0.666666666666667	0.66	0.28	0.1	0.12	0.04	0.06	0.153333333333333	0.24	0.11
7	ENSG00000001036	0.955	0.94	0.72	0.813333333333333	0.433333333333333	0.504	0.413333333333333	0.54	0.7	0.58	0.6	0.326666666666667	0.493333333333333	0.73	0.26	0.28	0.1	0.04	0.206666666666667	0.2	0.04
2	ENSG00000001084	0.32	0.29	0.535	0.726666666666667	0.723333333333333	0.7	0.486666666666667	0.56	0.98	0.82	0.92	0.86	0.846666666666667	0.13	0.45	0.62	0.24	0.12	0.28	0.46	0.1
1	ENSG00000001167	0.97	0.72	0.74	0.846666666666667	0.563333333333333	0.54	0.346666666666667	0.47	0.82	0.64	0.82	0.706666666666667	0.686666666666667	0.37	0.21	0.42	0.18	0.1	0.16	0.32	0.07
2	ENSG00000001461	0.66	0.42	0.655	0.913333333333333	0.66	0.668	0.393333333333333	0.61	0.84	0.74	0.92	0.84	0.786666666666667	0.3	0.17	0.18	0.16	0.04	0.133333333333333	0.12	0.21
9	ENSG00000001497	0.97	0.58	0.805	0.873333333333333	0.63	0.456	0.533333333333333	0.43	0.52	0.56	0.72	0.546666666666667	0.34	0.2	0.1	0.22	0.12	0.04	0.126666666666667	0.16	0.15
4	ENSG00000001617	0.965	0.8	0.68	0.833333333333333	0.57	0.344	0.406666666666667	0.47	0.26	0.38	0.48	0.566666666666667	0.353333333333333	0.73	0.49	0.5	0.1	0.04	0.36	0.02	0.11
3	ENSG00000001629	0.96	0.73	0.705	0.82	0.523333333333333	0.484	0.133333333333333	0.36	0.86	0.56	0.78	0.66	0.593333333333333	0.63	0.45	0.48	0.32	0.04	0.313333333333333	0.52	0.17
4	ENSG00000001630	0.855	0.85	0.73	0.806666666666667	0.52	0.58	0.433333333333333	0.56	0.64	0.68	0.85	0.653333333333333	0.726666666666667	0.23	0.11	0.24	0.02	0.12	0.1	0.8	0.19
2	ENSG00000001631	0.77	0.47	0.66	0.8	0.536666666666667	0.516	0.206666666666667	0.19	0.78	0.6	0.94	0.6	0.626666666666667	0.49	0.62	0.82	0.5	0.12	0.506666666666667	0.32	0.14
7	ENSG00000002016	0.8	0.48	0.68	0.653333333333333	0.613333333333333	0.44	0.46	0.43	0.44	0.42	0.79	0.513333333333333	0.393333333333333	0.37	0.39	0.74	0.6	0.2	0.306666666666667	0.4	0.07
5	ENSG00000002549	0.87	0.85	0.495	0.646666666666667	0.33	0.344	0.16	0.35	0.46	0.3	0.54	0.486666666666667	0.433333333333333	0.49	0.92	0.96	0.9	0.58	0.82	0.82	0.48
8	ENSG00000002586	0.955	0.71	0.475	0.633333333333333	0.39	0.588	0.433333333333333	0.27	0.46	0.16	0.24	0.373333333333333	0.526666666666667	0.76	0.77	0.42	0.34	0.22	0.64	0.54	0.31
6	ENSG00000002822	0.665	0.24	0.505	0.413333333333333	0.663333333333333	0.332	0.666666666666667	0.48	0.16	0.38	0.16	0.493333333333333	0.08	0.23	0.06	0.52	0.82	0.54	0.553333333333333	0.68	0.43
10	ENSG00000002834	0.95	0.67	0.745	0.84	0.576666666666667	0.56	0.433333333333333	0.35	0.64	0.68	0.79	0.726666666666667	0.686666666666667	0.51	0.04	0.28	0.14	0.12	0.206666666666667	0.46	0.06
7	ENSG00000002919	0.95	0.86	0.62	0.773333333333333	0.463333333333333	0.484	0.266666666666667	0.41	0.68	0.62	0.72	0.72	0.593333333333333	0.46	0.18	0.4	0.48	0.5	0.48	0.58	0.27
8	ENSG00000003056	0.73	0.8	0.53	0.46	0.563333333333333	0.444	0.493333333333333	0.53	0.26	0.12	0.46	0.32	0.2	0.72	0.35	0.48	0.58	0.52	0.24	0.04	0.45
3	ENSG00000003096	0.935	0.75	0.7	0.853333333333333	0.473333333333333	0.552	0.233333333333333	0.64	0.74	0.64	0.76	0.573333333333333	0.68	0.27	0.37	0.7	0.3	0.04	0.273333333333333	0.26	0.16
6	ENSG00000003137	0.875	0.78	0.695	0.706666666666667	0.523333333333333	0.4	0.273333333333333	0.48	0.18	0.34	0.62	0.593333333333333	0.426666666666667	0.79	0.67	0.3	0.38	0.1	0.22	0.06	0.39
6	ENSG00000003147	0.73	0.68	0.76	0.58	0.29	0.48	0.566666666666667	0.49	0.5	0.32	0.55	0.153333333333333	0.373333333333333	0.7	0.24	0.52	0.02	0.34	0.54	0.28	0.16
4	ENSG00000003393	0.83	0.58	0.615	0.74	0.466666666666667	0.408	0.173333333333333	0.29	0.5	0.12	0.8	0.426666666666667	0.466666666666667	0.69	0.4	0.84	0.9	0.16	0.533333333333333	0.7	0.53
8	ENSG00000003400	0.89	0.81	0.75	0.853333333333333	0.6	0.556	0.413333333333333	0.43	0.72	0.64	0.86	0.646666666666667	0.633333333333333	0.3	0.16	0.3	0.04	0.1	0.186666666666667	0.14	0.07
10	ENSG00000003402	0.795	0.77	0.585	0.713333333333333	0.34	0.42	0.28	0.48	0.78	0.4	0.74	0.473333333333333	0.58	0.87	0.89	0.7	0.52	0.06	0.52	0.42	0.32
10	ENSG00000003436	0.84	0.81	0.68	0.78	0.356666666666667	0.444	0.16	0.31	0.56	0.44	0.75	0.52	0.62	0.8	0.94	0.54	0.7	0.32	0.493333333333333	0.58	0.12
8	ENSG00000003509	0.945	0.74	0.655	0.766666666666667	0.34	0.46	0.12	0.43	0.16	0.18	0.57	0.246666666666667	0.406666666666667	0.84	0.86	0.46	0.44	0.36	0.6	0.04	0.17
2	ENSG00000003756	0.855	0.6	0.68	0.733333333333333	0.69	0.54	0.42	0.28	0.6	0.48	0.77	0.546666666666667	0.506666666666667	0.6	0.4	0.38	0.22	0.04	0.246666666666667	0.1	0.1
6	ENSG00000003989	0.775	0.68	0.605	0.726666666666667	0.436666666666667	0.416	0.253333333333333	0.58	0.36	0.32	0.83	0.7	0.613333333333333	0.55	0.9	0.44	0.92	0.86	0.42	0.68	0.13
5	ENSG00000004139	0.97	0.76	0.64	0.706666666666667	0.476666666666667	0.52	0.326666666666667	0.22	0.6	0.58	0.76	0.646666666666667	0.613333333333333	0.52	0.38	0.54	0.3	0.42	0.353333333333333	0.5	0.18
5	ENSG00000004142	0.97	0.85	0.6	0.773333333333333	0.383333333333333	0.44	0.22	0.38	0.44	0.62	0.59	0.54	0.6	0.24	0.41	0.76	0.78	0.4	0.68	0.92	0.32
5	ENSG00000004399	0.945	0.79	0.65	0.706666666666667	0.573333333333333	0.376	0.573333333333333	0.49	0.24	0.3	0.45	0.5	0.173333333333333	0.77	0.27	0.38	0.04	0.12	0.306666666666667	0.02	0.13
3	ENSG00000004455	0.955	0.88	0.63	0.653333333333333	0.33	0.324	0.326666666666667	0.36	0.3	0.26	0.6	0.426666666666667	0.326666666666667	0.84	0.9	0.76	0.46	0.08	0.68	0.68	0.22
10	ENSG00000004468	0.61	0.97	0.595	0.793333333333333	0.506666666666667	0.516	0.166666666666667	0.5	0.7	0.78	0.53	0.746666666666667	0.593333333333333	0.59	0.75	0.4	0.16	0.24	0.38	0.2	0.34
3	ENSG00000004478	0.935	0.66	0.66	0.86	0.583333333333333	0.432	0.553333333333333	0.51	0.58	0.7	0.74	0.666666666666667	0.5	0.3	0.35	0.36	0.28	0.02	0.133333333333333	0.32	0.05
1	ENSG00000004487	0.97	0.81	0.73	0.733333333333333	0.573333333333333	0.484	0.62	0.5	0.38	0.52	0.57	0.366666666666667	0.333333333333333	0.3	0.07	0.12	0.08	0.14	0.18	0.02	0.14
7	ENSG00000004534	0.63	0.34	0.5	0.38	0.546666666666667	0.368	0.606666666666667	0.59	0.32	0.12	0.34	0.206666666666667	0.106666666666667	0.43	0.49	0.74	0.58	0.56	0.566666666666667	0.14	0.7
5	ENSG00000004660	0.895	0.65	0.525	0.54	0.636666666666667	0.36	0.68	0.33	0.18	0.2	0.38	0.566666666666667	0.233333333333333	0.96	0.45	0.48	0.06	0.04	0.226666666666667	0.02	0.51
6	ENSG00000004700	0.89	0.69	0.65	0.866666666666667	0.54	0.608	0.286666666666667	0.49	0.96	0.68	0.82	0.646666666666667	0.76	0.67	0.36	0.2	0.08	0.06	0.186666666666667	0.18	0.03
2	ENSG00000004766	0.83	0.67	0.66	0.833333333333333	0.606666666666667	0.616	0.226666666666667	0.46	0.76	0.52	0.83	0.746666666666667	0.873333333333333	0.46	0.43	0.48	0.2	0.04	0.32	0.24	0.12
5	ENSG00000004779	0.935	0.79	0.58	0.626666666666667	0.41	0.412	0.453333333333333	0.5	0.34	0.46	0.46	0.406666666666667	0.3	0.4	0.85	0.68	0.44	0.04	0.326666666666667	0.38	0.12
5	ENSG00000004799	0.38	0.57	0.485	0.406666666666667	0.386666666666667	0.48	0.233333333333333	0.24	0.44	0.4	0.62	0.613333333333333	0.706666666666667	0.88	0.87	1	0.9	0.72	0.913333333333333	0.86	0.84
2	ENSG00000004864	0.945	0.74	0.56	0.713333333333333	0.35	0.308	0.12	0.46	0.68	0.6	0.52	0.48	0.413333333333333	0.41	0.53	0.86	0.76	0.54	0.713333333333333	0.94	0.54
3	ENSG00000004866	0.95	0.92	0.58	0.833333333333333	0.49	0.492	0.28	0.4	0.84	0.58	0.63	0.546666666666667	0.606666666666667	0.14	0.55	0.54	0.46	0.18	0.28	0.8	0.07
1	ENSG00000004897	0.67	0.4	0.61	0.866666666666667	0.71	0.672	0.473333333333333	0.58	1	0.74	0.9	0.846666666666667	0.813333333333333	0.26	0.23	0.14	0.04	0.02	0.12	0.1	0.12
5	ENSG00000004961	0.965	0.81	0.705	0.8	0.446666666666667	0.58	0.353333333333333	0.56	0.66	0.52	0.9	0.573333333333333	0.713333333333333	0.49	0.64	0.3	0.16	0.04	0.16	0.26	0.04
1	ENSG00000005007	0.965	0.41	0.745	0.9	0.706666666666667	0.428	0.52	0.4	0.42	0.6	0.66	0.653333333333333	0.34	0.16	0.09	0.24	0.26	0.1	0.213333333333333	0.34	0.09
1	ENSG00000005022	0.95	0.94	0.53	0.773333333333333	0.42	0.484	0.293333333333333	0.42	0.46	0.68	0.6	0.633333333333333	0.68	0.54	0.66	0.66	0.38	0.26	0.406666666666667	0.52	0.21
9	ENSG00000005059	0.455	0.45	0.52	0.913333333333333	0.726666666666667	0.608	0.506666666666667	0.82	0.94	0.38	0.61	0.866666666666667	0.653333333333333	0.61	0.3	0.18	0.12	0.04	0.1	0.02	0.12
3	ENSG00000005100	0.965	0.68	0.75	0.846666666666667	0.543333333333333	0.404	0.193333333333333	0.18	0.66	0.44	0.82	0.566666666666667	0.453333333333333	0.53	0.18	0.7	0.4	0.2	0.46	0.64	0.31
4	ENSG00000005108	0.96	0.78	0.72	0.706666666666667	0.406666666666667	0.604	0.08	0.15	0.44	0.32	0.83	0.553333333333333	0.8	0.71	0.68	0.6	0.62	0.12	0.326666666666667	0.68	0.37
4	ENSG00000005156	0.97	0.62	0.675	0.766666666666667	0.57	0.404	0.306666666666667	0.74	0.86	0.64	0.81	0.666666666666667	0.473333333333333	0.39	0.4	0.36	0.44	0.24	0.366666666666667	0.7	0.05
9	ENSG00000005175	0.95	0.78	0.75	0.853333333333333	0.573333333333333	0.516	0.306666666666667	0.53	0.66	0.44	0.61	0.5	0.493333333333333	0.48	0.15	0.28	0.08	0.02	0.106666666666667	0.12	0.14
9	ENSG00000005189	0.615	0.5	0.625	0.92	0.726666666666667	0.66	0.4	0.64	0.92	0.76	0.86	0.8	0.733333333333333	0.23	0.07	0.18	0.08	0.02	0.193333333333333	0.16	0.1
5	ENSG00000005194	0.97	0.89	0.63	0.806666666666667	0.5	0.588	0.333333333333333	0.49	0.66	0.7	0.63	0.666666666666667	0.68	0.34	0.33	0.58	0.38	0.2	0.226666666666667	0.32	0.1
3	ENSG00000005206	0.89	0.17	0.69	0.833333333333333	0.676666666666667	0.328	0.606666666666667	0.45	0.62	0.56	0.57	0.566666666666667	0.173333333333333	0.26	0.2	0.48	0.32	0.06	0.186666666666667	0.52	0.14
9	ENSG00000005238	0.415	0.26	0.605	0.673333333333333	0.776666666666667	0.708	0.666666666666667	0.52	0.74	0.92	0.88	0.926666666666667	0.74	0.3	0.06	0.12	0.24	0.26	0.12	0.16	0.07
5	ENSG00000005249	0.31	0.44	0.675	0.746666666666667	0.68	0.8	0.58	0.55	0.54	0.52	0.97	0.706666666666667	0.92	0.33	0.16	0.16	0.12	0.04	0.14	0.06	0.21
3	ENSG00000005302	0.95	0.78	0.685	0.606666666666667	0.653333333333333	0.508	0.366666666666667	0.48	0.76	0.06	0.72	0.593333333333333	0.34	0.62	0.22	0.18	0.48	0.04	0.226666666666667	0.02	0.32
2	ENSG00000005339	0.92	0.63	0.69	0.793333333333333	0.656666666666667	0.512	0.426666666666667	0.38	0.76	0.5	0.84	0.786666666666667	0.74	0.37	0.24	0.3	0.28	0.2	0.16	0.56	0.08
6	ENSG00000005379	0.84	0.25	0.585	0.52	0.586666666666667	0.344	0.44	0.37	0.18	0.3	0.44	0.453333333333333	0.166666666666667	0.12	0.41	0.88	0.78	0.66	0.64	0.56	0.71
10	ENSG00000005436	0.68	0.8	0.56	0.433333333333333	0.513333333333333	0.452	0.446666666666667	0.39	0.08	0.12	0.3	0.193333333333333	0.2	0.22	0.25	0.8	0.56	0.5	0.653333333333333	0.32	0.71
5	ENSG00000005448	0.955	0.89	0.62	0.7	0.44	0.432	0.613333333333333	0.68	0.3	0.5	0.41	0.333333333333333	0.22	0.72	0.22	0.18	0.08	0.16	0.186666666666667	0.02	0.16
9	ENSG00000005469	0.36	0.56	0.565	0.7	0.59	0.708	0.28	0.38	0.8	0.68	0.85	0.72	0.966666666666667	0.35	0.5	0.88	0.66	0.1	0.426666666666667	0.74	0.29
6	ENSG00000005471	0.54	0.71	0.475	0.353333333333333	0.31	0.376	0.233333333333333	0.29	0.04	0.06	0.27	0.173333333333333	0.226666666666667	0.77	0.86	0.88	0.84	0.94	0.953333333333333	0.8	0.93
5	ENSG00000005483	0.855	0.47	0.625	0.833333333333333	0.643333333333333	0.556	0.306666666666667	0.36	0.8	0.56	0.89	0.766666666666667	0.766666666666667	0.47	0.37	0.4	0.36	0.08	0.28	0.32	0.17
10	ENSG00000005486	0.97	0.88	0.645	0.626666666666667	0.48	0.328	0.646666666666667	0.45	0.04	0.46	0.4	0.426666666666667	0.126666666666667	0.5	0.24	0.58	0.26	0.22	0.353333333333333	0.68	0.19
8	ENSG00000005513	0.97	0.79	0.635	0.713333333333333	0.576666666666667	0.384	0.573333333333333	0.37	0.54	0.3	0.36	0.42	0.22	0.71	0.31	0.28	0.2	0.04	0.12	0.02	0.32
2	ENSG00000005810	0.94	0.72	0.635	0.773333333333333	0.34	0.32	0.0733333333333333	0.28	0.64	0.36	0.76	0.38	0.406666666666667	0.69	0.61	0.88	0.66	0.4	0.693333333333333	0.52	0.51
1	ENSG00000005812	0.615	0.45	0.63	0.84	0.56	0.692	0.226666666666667	0.4	0.76	0.64	0.96	0.753333333333333	0.88	0.57	0.52	0.36	0.62	0.04	0.373333333333333	0.6	0.13
3	ENSG00000005882	0.96	0.7	0.56	0.746666666666667	0.32	0.32	0.186666666666667	0.49	0.68	0.4	0.55	0.493333333333333	0.433333333333333	0.4	0.49	0.8	0.94	0.48	0.726666666666667	0.88	0.61
9	ENSG00000005884	0.955	0.64	0.66	0.386666666666667	0.53	0.336	0.333333333333333	0.36	0.14	0.04	0.54	0.58	0.18	0.92	0.58	0.9	0.52	0.16	0.646666666666667	0.08	0.6
2	ENSG00000005889	0.905	0.76	0.7	0.826666666666667	0.536666666666667	0.54	0.28	0.48	0.6	0.48	0.73	0.566666666666667	0.626666666666667	0.51	0.15	0.58	0.32	0.02	0.173333333333333	0.18	0.14
10	ENSG00000005893	0.67	0.63	0.56	0.606666666666667	0.356666666666667	0.476	0.206666666666667	0.28	0.48	0.4	0.77	0.593333333333333	0.686666666666667	0.68	0.94	0.92	0.78	0.28	0.82	0.96	0.33
9	ENSG00000005961	0.335	0.4	0.725	0.706666666666667	0.753333333333333	0.544	0.66	0.66	0.76	0.74	0.71	0.72	0.386666666666667	0.35	0.17	0.16	0.14	0.08	0.04	0.1	0.19
8	ENSG00000006007	0.91	0.72	0.625	0.813333333333333	0.58	0.628	0.313333333333333	0.48	0.68	0.76	0.84	0.786666666666667	0.793333333333333	0.36	0.27	0.44	0.1	0.02	0.24	0.3	0.06
10	ENSG00000006015	0.675	0.27	0.505	0.426666666666667	0.506666666666667	0.392	0.713333333333333	0.55	0.22	0.44	0.11	0.226666666666667	0.0533333333333333	0.41	0.41	0.64	0.72	0.46	0.42	0.5	0.45
6	ENSG00000006025	0.93	0.58	0.835	0.606666666666667	0.67	0.488	0.346666666666667	0.14	0.68	0.5	0.78	0.56	0.333333333333333	0.5	0.29	0.46	0.38	0.06	0.326666666666667	0.02	0.28
9	ENSG00000006042	0.97	0.91	0.675	0.84	0.483333333333333	0.56	0.433333333333333	0.6	0.52	0.64	0.53	0.406666666666667	0.553333333333333	0.25	0.22	0.1	0.06	0.16	0.193333333333333	0.04	0.23
8	ENSG00000006062	0.865	0.35	0.51	0.306666666666667	0.433333333333333	0.344	0.54	0.11	0.12	0.24	0.59	0.52	0.393333333333333	0.51	0.49	0.98	0.88	0.72	0.806666666666667	0.84	0.82
10	ENSG00000006118	0.97	0.78	0.6	0.7	0.576666666666667	0.468	0.566666666666667	0.22	0.34	0.3	0.31	0.42	0.32	0.83	0.21	0.1	0.18	0.12	0.226666666666667	0.02	0.35
1	ENSG00000006125	0.895	0.6	0.65	0.853333333333333	0.62	0.564	0.486666666666667	0.54	0.82	0.7	0.89	0.8	0.673333333333333	0.42	0.17	0.16	0.12	0.02	0.133333333333333	0.18	0.06
9	ENSG00000006282	0.895	0.81	0.76	0.653333333333333	0.323333333333333	0.304	0.36	0.41	0.14	0.6	0.61	0.213333333333333	0.393333333333333	0.15	0.23	0.4	0.2	0.88	0.86	0.82	0.72
3	ENSG00000006432	0.965	0.71	0.79	0.793333333333333	0.316666666666667	0.188	0.273333333333333	0.29	0.46	0.5	0.79	0.233333333333333	0.16	0.62	0.41	0.66	0.64	0.3	0.54	0.8	0.78
1	ENSG00000006451	0.94	0.77	0.645	0.74	0.513333333333333	0.448	0.266666666666667	0.54	0.84	0.54	0.42	0.553333333333333	0.44	0.86	0.51	0.16	0.08	0.02	0.18	0.4	0.12
6	ENSG00000006459	0.515	0.24	0.535	0.84	0.736666666666667	0.644	0.433333333333333	0.63	0.92	0.84	0.87	0.84	0.8	0.6	0.34	0.2	0.22	0.08	0.193333333333333	0.14	0.05
2	ENSG00000006468	0.97	0.86	0.66	0.86	0.4	0.528	0.08	0.56	0.62	0.4	0.52	0.273333333333333	0.56	0.46	0.07	0.42	0.68	0.18	0.34	0.54	0.68
6	ENSG00000006530	0.965	0.88	0.745	0.86	0.533333333333333	0.48	0.22	0.35	0.68	0.64	0.71	0.626666666666667	0.52	0.56	0.36	0.38	0.18	0.04	0.313333333333333	0.2	0.09
10	ENSG00000006534	0.175	0.33	0.585	0.56	0.706666666666667	0.588	0.773333333333333	0.73	0.72	0.78	0.85	0.84	0.58	0.71	0.19	0.16	0.02	0.12	0.3	0.14	0.16
4	ENSG00000006576	0.93	0.84	0.73	0.813333333333333	0.486666666666667	0.46	0.373333333333333	0.42	0.6	0.1	0.7	0.453333333333333	0.453333333333333	0.66	0.42	0.72	0.02	0.12	0.266666666666667	0.22	0.05
6	ENSG00000006607	0.78	0.49	0.53	0.633333333333333	0.386666666666667	0.324	0.326666666666667	0.34	0.38	0.04	0.57	0.42	0.406666666666667	0.3	0.41	0.94	0.98	0.82	0.86	0.76	0.88
10	ENSG00000006625	0.96	0.81	0.67	0.666666666666667	0.513333333333333	0.444	0.493333333333333	0.44	0.3	0.26	0.47	0.36	0.28	0.67	0.38	0.22	0.02	0.14	0.206666666666667	0.18	0.14
10	ENSG00000006634	0.74	0.43	0.63	0.88	0.683333333333333	0.7	0.48	0.46	0.84	0.62	0.87	0.76	0.76	0.26	0.21	0.12	0.06	0.04	0.146666666666667	0.14	0.05
10	ENSG00000006638	0.21	0.5	0.665	0.586666666666667	0.59	0.336	0.653333333333333	0.39	0.62	0.56	0.83	0.826666666666667	0.273333333333333	0.97	0.72	0.76	0.02	0.06	0.553333333333333	0.16	0.48
4	ENSG00000006652	0.625	0.43	0.475	0.36	0.39	0.384	0.4	0.44	0.1	0.08	0.48	0.253333333333333	0.32	0.9	0.94	0.84	0.76	0.9	0.866666666666667	0.16	0.67
7	ENSG00000006695	0.97	0.85	0.695	0.853333333333333	0.4	0.328	0.213333333333333	0.36	0.68	0.48	0.63	0.406666666666667	0.4	0.57	0.65	0.64	0.58	0.16	0.406666666666667	0.62	0.24
5	ENSG00000006704	0.93	0.69	0.48	0.313333333333333	0.506666666666667	0.476	0.36	0.3	0.08	0.34	0.23	0.3	0.3	0.89	0.11	0.74	0.4	0.86	0.706666666666667	0.26	0.59
3	ENSG00000006712	0.97	0.71	0.745	0.72	0.696666666666667	0.476	0.426666666666667	0.48	0.34	0.36	0.71	0.66	0.44	0.19	0.16	0.78	0.08	0.22	0.346666666666667	0.06	0.03
2	ENSG00000006715	0.905	0.59	0.62	0.853333333333333	0.556666666666667	0.524	0.266666666666667	0.46	0.88	0.7	0.81	0.666666666666667	0.713333333333333	0.39	0.53	0.52	0.18	0.06	0.36	0.44	0.17
4	ENSG00000006740	0.96	0.81	0.505	0.673333333333333	0.446666666666667	0.296	0.186666666666667	0.17	0.12	0.26	0.35	0.546666666666667	0.26	0.89	0.53	0.84	0.8	0.66	0.653333333333333	0.72	0.74
7	ENSG00000006744	0.965	0.75	0.785	0.853333333333333	0.546666666666667	0.512	0.366666666666667	0.53	0.76	0.64	0.86	0.586666666666667	0.58	0.29	0.06	0.42	0.16	0.04	0.206666666666667	0.3	0.12
4	ENSG00000006756	0.79	0.54	0.465	0.446666666666667	0.346666666666667	0.424	0.14	0.31	0.34	0.44	0.54	0.56	0.68	0.51	0.62	1	0.94	0.92	0.813333333333333	0.98	0.72
4	ENSG00000006757	0.915	0.94	0.53	0.713333333333333	0.41	0.496	0.206666666666667	0.47	0.44	0.74	0.51	0.533333333333333	0.586666666666667	0.21	0.76	0.86	0.56	0.08	0.586666666666667	0.6	0.09
10	ENSG00000007062	0.97	0.71	0.57	0.633333333333333	0.516666666666667	0.412	0.313333333333333	0.4	0.76	0.06	0.5	0.386666666666667	0.273333333333333	0.62	0.28	0.74	0.6	0.1	0.473333333333333	0.02	0.46
1	ENSG00000007168	0.92	0.74	0.66	0.786666666666667	0.54	0.456	0.36	0.48	0.68	0.28	0.69	0.48	0.5	0.8	0.61	0.26	0.1	0.02	0.24	0.04	0.13
4	ENSG00000007202	0.965	0.85	0.755	0.846666666666667	0.616666666666667	0.48	0.313333333333333	0.38	0.7	0.54	0.83	0.633333333333333	0.513333333333333	0.45	0.18	0.34	0.2	0.16	0.306666666666667	0.36	0.03
3	ENSG00000007237	0.935	0.86	0.64	0.64	0.43	0.408	0.18	0.28	0.54	0.3	0.66	0.706666666666667	0.52	0.92	0.78	0.62	0.66	0.2	0.366666666666667	0.08	0.63
8	ENSG00000007264	0.185	0.15	0.755	0.8	0.676666666666667	0.404	0.786666666666667	0.57	0.58	0.74	0.58	0.746666666666667	0.28	0.55	0.36	0.42	0.2	0.26	0.326666666666667	0.04	0.29
6	ENSG00000007341	0.915	0.65	0.5	0.333333333333333	0.57	0.484	0.54	0.57	0.04	0.02	0.35	0.42	0.28	0.63	0.59	0.24	0.14	0.34	0.46	0.08	0.46
2	ENSG00000007384	0.885	0.68	0.61	0.52	0.546666666666667	0.328	0.593333333333333	0.28	0.16	0.26	0.45	0.36	0.0933333333333333	0.83	0.43	0.44	0.38	0.1	0.52	0.04	0.44
1	ENSG00000007392	0.665	0.4	0.515	0.346666666666667	0.576666666666667	0.38	0.646666666666667	0.45	0.06	0.14	0.39	0.246666666666667	0.0866666666666667	0.49	0.44	0.5	0.62	0.54	0.606666666666667	0.02	0.61
7	ENSG00000007541	0.385	0.18	0.475	0.666666666666667	0.833333333333333	0.592	0.713333333333333	0.61	0.56	0.88	0.55	0.746666666666667	0.446666666666667	0.14	0.03	0.26	0.2	0.1	0.22	0.14	0.17
5	ENSG00000007545	0.825	0.51	0.635	0.8	0.626666666666667	0.544	0.306666666666667	0.57	0.94	0.66	0.8	0.766666666666667	0.646666666666667	0.63	0.2	0.3	0.16	0.04	0.393333333333333	0.28	0.1
2	ENSG00000007923	0.965	0.63	0.835	0.74	0.61	0.416	0.466666666666667	0.56	0.88	0.52	0.84	0.58	0.373333333333333	0.21	0.08	0.3	0.18	0.04	0.126666666666667	0.34	0.07
2	ENSG00000007944	0.615	0.44	0.605	0.8	0.696666666666667	0.652	0.513333333333333	0.43	0.74	0.8	0.87	0.706666666666667	0.773333333333333	0.29	0.18	0.24	0.14	0.08	0.133333333333333	0.02	0.13
4	ENSG00000008018	0.945	0.91	0.625	0.7	0.393333333333333	0.52	0.393333333333333	0.54	0.42	0.4	0.44	0.233333333333333	0.4	0.57	0.71	0.5	0.18	0.04	0.32	0.16	0.06
5	ENSG00000008083	0.86	0.47	0.68	0.9	0.693333333333333	0.564	0.433333333333333	0.49	0.74	0.7	0.89	0.826666666666667	0.68	0.33	0.1	0.2	0.24	0.06	0.1	0.08	0.13
1	ENSG00000008128	0.665	0.35	0.57	0.52	0.796666666666667	0.472	0.773333333333333	0.61	0.52	0.64	0.58	0.64	0.26	0.19	0.21	0.38	0.26	0.06	0.226666666666667	0.08	0.06
2	ENSG00000008130	0.865	0.55	0.605	0.94	0.436666666666667	0.416	0.306666666666667	0.25	0.12	0.84	0.72	0.433333333333333	0.473333333333333	0.48	0.6	0.76	0.52	0.74	0.566666666666667	0.86	0.21
1	ENSG00000008256	0.955	0.45	0.55	0.76	0.593333333333333	0.448	0.36	0.4	0.5	0.62	0.74	0.813333333333333	0.606666666666667	0.86	0.38	0.54	0.22	0.02	0.273333333333333	0.1	0.46
10	ENSG00000008282	0.955	0.8	0.625	0.813333333333333	0.386666666666667	0.484	0.153333333333333	0.26	0.56	0.4	0.73	0.506666666666667	0.706666666666667	0.79	0.71	0.5	0.44	0.26	0.506666666666667	0.6	0.23
8	ENSG00000008283	0.97	0.86	0.535	0.646666666666667	0.396666666666667	0.216	0.3	0.17	0.2	0.32	0.23	0.226666666666667	0.0733333333333333	0.64	0.43	0.86	0.6	0.54	0.76	0.82	0.68
3	ENSG00000008294	0.835	0.71	0.625	0.813333333333333	0.466666666666667	0.42	0.193333333333333	0.26	0.48	0.28	0.75	0.673333333333333	0.56	0.88	0.56	0.74	0.56	0.12	0.493333333333333	0.72	0.31
